compound_id	pert_id	smiles	SAFE
memantine	BRD-A79803969	CC12CC3CC(C)(C1)CC(N)(C3)C2	CC12CC3CC(C)(C1)CC(N)(C3)C2
tegafur	BRD-A79903587	O=c1[nH]c(=O)n(C2CCCO2)cc1F	O=c1[nH]c(=O)n3cc1F.C13CCCO1
midodrine	BRD-A79981887	COc1ccc(OC)c(C(O)CNC(=O)CN)c1	c13ccc4c6c1.C6(O)C5.C2(=O)CN.CO3.O4C.N25
bendroflumethiazide	BRD-A80017228	NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O	NS(=O)(=O)c1cc2c(cc14)NC3NS2(=O)=O.c15ccccc1.C4(F)(F)F.C35
NSC-23766	BRD-A80213327	CCN(CC)CCCC(C)Nc1nc(C)cc(Nc2ccc3nc(C)cc(N)c3c2)n1	c1%10ccc2nc(C)cc(N)c2c1.c18nc9cc(C)n1.C6CCC7C.N456.CC4.C5C.N78.N9%10
4-carboxy-3-hydroxyphenylglycine-(RS)	BRD-A80383043	NC(C(=O)O)c1ccc(C(=O)O)c(O)c1	c13ccc2c(O)c1.NC3C(=O)O.C2(=O)O
cinobufagin	BRD-A80502530	CC(=O)OC1C(c2ccc(=O)oc2)C2C(C)CC3C(CCC4CC(O)CCC43C)C23OC13	C16C7C2C(C)CC3C(CCC4CC(O)CCC43C)C23OC13.c17ccc(=O)oc1.CC5=O.O56
oxalomalic-acid	BRD-A80574334	O=C(O)C(=O)C(C(=O)O)C(O)C(=O)O	O=C(O)C(=O)C(C(=O)O)C(O)C(=O)O
floxuridine	BRD-A80638690	O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F	O=c1[nH]c(=O)n4cc1F.C14CC(O)C3O1.C3O
FR-139317	BRD-A80641450	CC(C)CC(NC(=O)N1CCCCCC1)C(=O)NC(Cc1cn(C)c2ccccc12)C(=O)NC(Cc1ccccn1)C(=O)O	c1%11cn(C)c2ccccc12.CC(C)CC7C5=O.N14CCCCCC1.C8(C%11)C6=O.C9(C%10)C(=O)O.c1%10ccccn1.C34=O.N37.N58.N69
hyperforin	BRD-A80775386	CC(C)=CCCC1(C)C(CC=C(C)C)CC2(CC=C(C)C)C(=O)C(CC=C(C)C)C(=O)C1(C(=O)C(C)C)C2=O	C18(C)C9CC2%10C(=O)C%11C(=O)C13C2=O.C3(=O)C(C)C.C=4CC8.CC=4C.C9C=5.C=5(C)C.C%10C=6.C=6(C)C.C%11C=7.C=7(C)C
pemoline	BRD-A80793822	NC1=NC(=O)C(c2ccccc2)O1	NC1=NC(=O)C3O1.c13ccccc1
1-monopalmitin	BRD-A80928489	CCCCCCCCCCCCCCCC(=O)OCC(O)CO	CCCCCCCCCCCCCCCC1=O.C2C(O)CO.O12
celastrol	BRD-A80960055	CC1C(=O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C	CC1C(=O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC4(C)CCC3(C)CCC12C.C4(=O)O
KN-62	BRD-A81177136	CN(C(Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12	O5S(=O)(=O)c1cccc2cnccc12.S7(=O)(=O)c1cccc2cnccc12.c19ccc5cc1.N14CCN8CC1.C6(C9)C4=O.c18ccccc1.CN67
glycopyrrolate	BRD-A81233518	C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1	C[N+]1(C)CCC4C1.C3(=O)C56O.c16ccccc1.C15CCCC1.O34
KU-C103443N	BRD-A81402010	NS(=O)(=O)c1ccc(N2N=C(c3ccccc3)CC2c2ccc(Br)cc2)cc1	NS(=O)(=O)c1ccc(N2N=C(c3ccccc3)CC24)cc1.c14ccc(Br)cc1
simvastatin	BRD-A81772229	CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	C15CC(C)C=C2C=CC(C)C7C21.C16CC(O)CC(=O)O1.CCC(C)(C)C4=O.C7C6.O45
U-18666A	BRD-A81795050	CCN(CC)CCOC1CCC2(C)C(=CCC3C4CCC(=O)C4(C)CCC32)C1	C16CCC2(C)C(=CCC3C4CCC(=O)C4(C)CCC32)C1.N789.C9C5.CC7.C8C.O56
CGS-21680	BRD-A81866333	CCNC(=O)C1OC(n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)C(O)C1O	n1%12cnc2c(N)nc8nc21.C19OC%12C(O)C1O.c1%10ccc%11cc1.C%11CC(=O)O.C59=O.C7C%10.CC6.N56.N78
KU-C103428N	BRD-A82096673	NS(=O)(=O)c1ccc(N2N=C(c3ccccc3)CC2c2cccc(Br)c2)cc1	NS(=O)(=O)c1ccc(N2N=C(c3ccccc3)CC24)cc1.c14cccc(Br)c1
budesonide	BRD-A82238138	CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1	C17OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C26O1.C6(=O)CO.CCC7
clofarabine	BRD-A82371568	Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F	Nc1nc(Cl)nc2c1ncn24.C14OC3C(O)C1F.C3O
SDZ-NKT-343	BRD-A82590476	CN(Cc1ccccc1)C(=O)C(Cc1ccc2ccccc2c1)NC(=O)C1CCCN1C(=O)Nc1ccccc1[N+](=O)[O-]	c14ccc2ccccc2c1.c1%10ccccc1[N+](=O)[O-].c1%12ccccc1.C3(=O)C9C4.C1%11CCCN16.CN38.C5%11=O.C67=O.C8%12.N59.N7%10
naltrindole	BRD-A82656074	Oc1ccc2c3c1OC1c4[nH]c5ccccc5c4CC4(O)C(C2)N(CC2CC2)CCC314	Oc1ccc2c3c1OC1c4[nH]c5ccccc5c4CC4(O)C(C2)N6CCC314.C17CC1.C67
fulvestrant	BRD-A83237092	CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O	C5CCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F.CC12CCC3c4ccc(O)cc4CC5C3C1CCC2O
brazilin	BRD-A83326220	Oc1ccc2c(c1)OCC1(O)Cc3cc(O)c(O)cc3C21	Oc1ccc2c(c1)OCC1(O)Cc3cc(O)c(O)cc3C21
resmethrin	BRD-A83431637	CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C	C=7C1C6C1(C)C.c19coc8c1.c1%10ccccc1.CC=7C.C46=O.O45.C59.C8%10
chromanol	BRD-A83695761	CCS(=O)(=O)N(C)C1c2cc(C#N)ccc2OC(C)(C)C1O	N3(C)C1c2cc(C#N)ccc2OC(C)(C)C1O.CCS3(=O)=O
naltrexone	BRD-A83855350	O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5	O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN36)C1O5.C17CC1.C67
rifampicin	BRD-A83892713	COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C	C17C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C8C1C.C6(C)=O.CO7.O68
mephenytoin	BRD-A83937277	CCC1(c2ccccc2)NC(=O)N(C)C1=O	C134NC(=O)N(C)C1=O.c14ccccc1.CC3
pancuronium	BRD-A84134924	CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1	C17CC2CCC3C(CCC4(C)C8C9CC34)C2(C)CC1%10.[N+]19(C)CCCCC1.[N+]1%10(C)CCCCC1.CC5=O.C6(C)=O.O57.O68
meloxicam	BRD-A84174393	Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1	C16C(=O)c2ccccc2S(=O)(=O)N1C.Cc1cnc5s1.C46=O.N45
baccatin-III	BRD-A84189516	CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(O)C(C)=C1C2(C)C	C17C(=O)C2(C)C(O)CC3OCC38C2C9C2(O)CC(O)C(C)=C1C2(C)C.c1%10ccccc1.CC4=O.C5(C)=O.C6%10=O.O47.O58.O69
calcitriol	BRD-A84327315	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O	C1=5CCCC2(C)C6CCC12.C=C1C=4CC(O)CC1O.C6(C)CCCC(C)(C)O.C=4C=5
L-655708	BRD-A84389091	CCOC(=O)c1ncn2c1C1CCCN1C(=O)c1cc(OC)ccc1-2	c16ncn2c1C1CCCN1C(=O)c1cc5ccc1-2.C36=O.CC4.O34.O5C
tropanyl-3,5-dimethylbenzoate	BRD-A84389633	Cc1cc(C)cc(C(=O)OC2CC3CCC(C2)N3C)c1	C15CC2CCC(C1)N2C.Cc1cc6cc(C)c1.C46=O.O45
thioridazine	BRD-A84481105	CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2	c15ccc2c(c1)N3c1ccccc1S2.C14CCCCN1C.C3C4.CS5
atovaquone	BRD-A84493640	O=C1C(=O)C(C2CCC(c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21	O=C1C(=O)C(C2CCC4CC2)C(=O)c2ccccc21.c14ccc(Cl)cc1
penicillin	BRD-A84702196	CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O	CC1(C)SC2C7C(=O)N2C18.c16ccccc1.C4(=O)C5.C8(=O)O.N47.O56
NCS-382	BRD-A85025557	O=C(O)C=C1CCCc2ccccc2C1O	C1=3CCCc2ccccc2C1O.O=C(O)C=3
N6-cyclopentyladenosine	BRD-A85234536	OCC1OC(n2cnc3c(NC4CCCC4)ncnc32)C(O)C1O	n18cnc2c5ncnc21.C17OC8C(O)C1O.C16CCCC1.OC7.N56
quinpirole	BRD-A85280935	CCCN1CCCC2Cc3n[nH]cc3CC21	N14CCCC2Cc3n[nH]cc3CC21.CCC4
L-670596	BRD-A85472596	CS(=O)(=O)c1ccc(Cn2c3c(c4cc(F)cc(F)c42)CCCC3CC(=O)O)cc1	n15c2c(c3cc(F)cc(F)c31)CCCC2CC(=O)O.CS(=O)(=O)c1ccc6cc1.C56
bemesetron	BRD-A85587465	CN1C2CCC1CC(OC(=O)c1cc(Cl)cc(Cl)c1)C2	CN1C2CCC1CC4C2.c15cc(Cl)cc(Cl)c1.C35=O.O34
chaetocin	BRD-A85860691	CN1C(=O)C23CC4(C56CC78SSC(CO)(C(=O)N7C5Nc5ccccc56)N(C)C8=O)c5ccccc5NC4N2C(=O)C1(CO)SS3	CN1C(=O)C23CC4(C56CC78SSC9(C(=O)N7C5Nc5ccccc56)N(C)C8=O)c5ccccc5NC4N2C(=O)C1%10SS3.C9O.C%10O
flurbiprofen-(+/-)	BRD-A86044036	CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1	c13ccc4c(F)c1.c14ccccc1.CC3C(=O)O
3-matida	BRD-A87125127	Cc1cc(C(=O)O)sc1C(N)C(=O)O	Cc1cc2sc13.C3(N)C(=O)O.C2(=O)O
cefpodoxime	BRD-A87387433	COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)C(NC(=O)C(=NOC)c3csc(N)n3)C2SC1	C8C1=C(C4=O)N2C(=O)C%12C2SC1.C7(=O)C(=NOC)c1csc(N)n1.C9%10C.C56=O.C%11(C)C.CO8.O49.O5%10.O6%11.N7%12
tenidap	BRD-A87479750	NC(=O)N1C(=O)C(C(=O)c2cccs2)c2cc(Cl)ccc21	NC(=O)N1C(=O)C(C3=O)c2cc(Cl)ccc21.c13cccs1
nadolol	BRD-A87606379	CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2	c14cccc2c1CC(O)C(O)C2.C6C(O)C3.CC5(C)C.N56.O34
naproxen	BRD-A87719232	COc1ccc2cc(C(C)C(=O)O)ccc2c1	c13ccc2cc4ccc2c1.C4(C)C(=O)O.CO3
bimatoprost	BRD-A87848830	CCNC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)CCc1ccccc1	C16C(O)CC(O)C1C=5.C2(=O)CCCC=4.C=5C(O)CC7.c17ccccc1.C=4C6.CC3.N23
salbutamol	BRD-A88254928	CC(C)(C)NCC(O)c1ccc(O)c(CO)c1	c14ccc(O)c5c1.CC2(C)C.C3C4O.N23.C5O
delcorine	BRD-A88282067	CCN1CC2(COC)CCC(OC)C34C5CC6C(OC)CC7(OCOC7(C(O)C23)C14)C5C6OC	N1%12CC2%13CCC9C34C5CC6C%10CC7(OCOC7(C(O)C23)C14)C5C6%11.CC%12.C8%13.O8C.O9C.O%10C.O%11C
doxycycline	BRD-A88774919	CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21	CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C5C(=O)C4C3C(O)C21.C5(N)=O.N4(C)C
bisoprolol	BRD-A89175223	CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1	c17ccc%10cc1.C9C(O)C2.CC8C.C4C5.C6(C)C.N89.O27.C3%10.O34.O56
PD-102807	BRD-A89337244	CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3	c17c(C)[nH]c2ccc3c(c12)CN1CCc2cc6ccc2C1O3.C47=O.CC5.O45.O6C
sarmentogenin	BRD-A89434049	CC12CCC(O)CC1CCC1C2C(O)CC2(C)C(C3=CC(=O)OC3)CCC12O	CC12CCC(O)CC1CCC1C2C(O)CC2(C)C(C3=CC(=O)OC3)CCC12O
CGP-55845	BRD-A89672324	CC(NCC(O)CP(=O)(O)Cc1ccccc1)c1ccc(Cl)c(Cl)c1	C3C(O)CP(=O)(O)C5.c14ccc(Cl)c(Cl)c1.c15ccccc1.CC24.N23
alclometasone	BRD-A90131694	CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C	C189C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C.CCC5=O.C7C9=O.C6(=O)CC.O57.O68
cilastatin	BRD-A90311807	CC1(C)CC1C(=O)NC(=CCCCCSCC(N)C(=O)O)C(=O)O	N2C=6C(=O)O.C=6CCCC3.C4C(N)C(=O)O.CC1(C)CC15.C25=O.S34
guaifenesin	BRD-A90515964	COc1ccccc1OCC(O)CO	c13ccccc14.C2C(O)CO.CO3.O24
isradipine	BRD-A90799790	COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12	C3(=O)C1=C(C)NC(C)=C(C4=O)C16.c16cccc2nonc12.C5(C)C.CO3.O45
bepridil	BRD-A91008255	CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1	c18ccccc1.c17ccccc1.C3C4C5.N14CCCC1.CC(C)C2.N567.O23.C68
estradiol-cypionate	BRD-A91452556	CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC1CCCC1	CC12CCC3c4ccc(O)cc4CCC3C1CCC26.C5(=O)CC7.C17CCCC1.O56
norepinephrine	BRD-A91555231	NCC(O)c1ccc(O)c(O)c1	c12ccc(O)c(O)c1.NCC2O
chloroquine	BRD-A91699651	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	c17ccnc2cc(Cl)ccc12.C5CCC6C.N345.CC3.C4C.N67
SQ-29548	BRD-A91866971	O=C(O)CCCC=CCC1C2CCC(O2)C1CNNC(=O)Nc1ccccc1	C16C2CCC(O2)C17.O=C(O)CCCC=5.C7NNC3=O.c14ccccc1.C=5C6.N34
scopoline	BRD-A92161634	CN1C2CC3CC1C(O3)C2O	CN1C2CC3CC1C(O3)C2O
betamethasone-acetate	BRD-A92177080	CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C	C17(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C.C6C7=O.CC5=O.O56
triamcinolone-acetonide	BRD-A92439610	CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1	CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C26O1.C6(=O)CO
danazol	BRD-A92537424	C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C	C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C
RU-28318	BRD-A92585442	CCCC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC3(O)CCC(=O)O)C12	C14CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC35O)C12.C5CC(=O)O.CCC4
trimebutine	BRD-A92630576	CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C	c18cc4c5c6c1.CCC79C3.c19ccccc1.C28=O.N7(C)C.O23.O4C.O5C.O6C
tocainide	BRD-A92670106	Cc1cccc(C)c1NC(=O)C(C)N	Cc1cccc(C)c13.C2(=O)C(C)N.N23
lupanine	BRD-A92826379	O=C1CCCC2C3CC(CN12)C1CCCCN1C3	O=C1CCCC2C3CC(CN12)C1CCCCN1C3
ciglitazone	BRD-A93000692	CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1	CC17CCCCC1.c15ccc8cc1.C16SC(=O)NC1=O.C47.O45.C68
L-755507	BRD-A93206962	CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNCC(O)COc3ccc(O)cc3)cc2)cc1	c1%14ccc(S%13(=O)=O)cc1.c15ccc6cc1.c19ccc(O)cc1.CCCCCC%10.C%12C(O)C8.C47=O.C6C%11.N4%10.N7%14.N%135.N%11%12.O89
digitoxin	BRD-A93236127	CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O	C1%13CCC2(C)C(CCC3C2CCC2(C)C(C4=CC(=O)OC4)CCC32O)C1.CC1OC8CC(O)C1O.C1%11C(O)CC9OC1C.C1%12C(O)CC%10OC1C.O8%11.O9%12.O%10%13
thalidomide	BRD-A93255169	O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1	N14C(=O)c2ccccc2C1=O.O=C1CCC4C(=O)N1
dexamethasone-acetate	BRD-A93424738	CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C	C17(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C.C6C7=O.CC5=O.O56
PETCM	BRD-A93477898	OC(Cc1ccncc1)C(Cl)(Cl)Cl	OC(C2)C(Cl)(Cl)Cl.c12ccncc1
GR-89696	BRD-A93659613	COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1	N14CCN5C7C1.c18ccc(Cl)c(Cl)c1.N16CCCC1.C5(=O)C8.C34=O.CO3.C67
NTNCB	BRD-A94413429	O=[N+]([O-])c1ccccc1S(=O)(=O)NCC1CCC(CNCC2CCc3ccccc3C2)CC1	O=[N+]([O-])c1ccccc1S7(=O)=O.C1%10CCc2ccccc2C1.C18CCC9CC1.N47.C48.C59.N56.C6%10
bifonazole	BRD-A94543220	c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1	c17ccc5cc1.c1ccc7cc1.c16ccccc1.n14ccnc1.C456
naringenin	BRD-A94669766	O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21	O=C1CC3Oc2cc(O)cc(O)c21.c13ccc(O)cc1
metaxalone	BRD-A94709349	Cc1cc(C)cc(OCC2CNC(=O)O2)c1	Cc1cc4cc(C)c1.C15CNC(=O)O1.O34.C35
digoxin	BRD-A94756469	CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O	C1%13CCC2(C)C(CCC3C2CC(O)C2(C)C(C4=CC(=O)OC4)CCC32O)C1.CC1OC8CC(O)C1O.C1%11C(O)CC9OC1C.C1%12C(O)CC%10OC1C.O8%11.O9%12.O%10%13
gestrinone	BRD-A94793051	CCC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=CC21CC	C15(O)CCC2C3CCC4=CC(=O)CCC4=C3C=CC216.CC5.C6C
PNU-96415E	BRD-A95096829	Fc1ccc(N2CCN(CCC3OCCc4ccccc43)CC2)cc1	C5CC1OCCc2ccccc21.Fc1ccc6cc1.N16CCN5CC1
maackiain	BRD-A95445494	Oc1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4	Oc1ccc2c(c1)OCC1c3cc4c(cc3OC21)OCO4
androsta-1,4-dien-3,17-dione	BRD-A95513702	CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)CCC12	CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)CCC12
nisoxetine	BRD-A95696066	CNCCC(Oc1ccccc1OC)c1ccccc1	c13ccccc14.c16ccccc1.C5CC26.CN5.O23.O4C
acadesine	BRD-A95696820	NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1N	C15OC4C(O)C1O.c13ncn5c1N.NC3=O.C4O
indapamide	BRD-A95869247	CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1	CC1Cc2ccccc2N1NC3=O.c13ccc(Cl)c(S(N)(=O)=O)c1
sertaconazole	BRD-A95939040	Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1	c18csc2c(Cl)cccc12.Clc1ccc7c(Cl)c1.n16ccnc1.C47C6.O45.C58
nisoldipine	BRD-A96107863	COC(=O)C1C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]	C15C(C)=NC(C)=C(C3=O)C16.c16ccccc1[N+](=O)[O-].C4C(C)C.C25=O.CO2.O34
ribavirin	BRD-A96255180	NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1	C15OC4C(O)C1O.c13ncn5n1.NC3=O.C4O
FPL-55712	BRD-A96456596	CCCc1c(OCC(O)COc2ccc3c(=O)cc(C(=O)O)oc3c2CCC)ccc(C(C)=O)c1O	c17ccc2c(=O)cc8oc2c1%11.c1%10c6ccc9c1O.C4C(O)C5.CCC%10.C8(=O)O.C%11CC.C9(C)=O.O46.O57
EBPC	BRD-A96485169	CCOC(=O)C1CN(Cc2ccccc2)C(=O)C1=O	C15CN6C(=O)C1=O.c17ccccc1.C35=O.CC4.O34.C67
4-hydroxyretinoic-acid	BRD-A96799240	CC(C=CC1=C(C)C(O)CCC1(C)C)=CC=CC(C)=CC(=O)O	C=3C1=C(C)C(O)CCC1(C)C.CC=2C=3.C=4C=5C.C=5C(=O)O.C=2C=4
L-732138	BRD-A96882008	CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1	c17c[nH]c2ccccc12.c18cc9cc%10c1.C6(C7)C3=O.C9(F)(F)F.C%10(F)(F)F.CC4=O.N46.O35.C58
U-74389F	BRD-A96897502	CC12C=CC(=O)C=C1CCC1C2=CCC2(C)C(C(=O)CN3CCN(c4cc(N5CCCC5)nc(N5CCCC5)n4)CC3)CCC12	CC12C=CC(=O)C=C1CCC1C2=CCC2(C)C%10CCC12.c17cc8nc9n1.N16CCN7CC1.N18CCCC1.N19CCCC1.C%10(=O)C6
fenoterol	BRD-A97104540	CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1	c15cc(O)cc(O)c1.c14ccc(O)cc1.CC2C4.C3C5O.N23
rosiglitazone	BRD-A97437073	CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1	c14ccc8cc1.C17SC(=O)NC1=O.c16ccccn1.CN56.C5C3.O34.C78
piperidolate	BRD-A97479839	CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1	N15CCCC4C1.c16ccccc1.c17ccccc1.C3(=O)C67.CC5.O34
ranolazine	BRD-A97674275	COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1	c19c(C)cccc1C.c15ccccc16.N17CCN8CC1.C4C(O)C7.C8C3=O.CO5.O46.N39
pindolol	BRD-A97701745	CC(C)NCC(O)COc1cccc2[nH]ccc12	c14cccc2[nH]ccc12.C6C(O)C3.CC5C.N56.O34
hexylcaine	BRD-A97730597	CC(CNC1CCCCC1)OC(=O)c1ccccc1	C15CCCCC1.c16ccccc1.CC3C4.C26=O.N45.O23
ketoprofen	BRD-A97739905	CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1	c15cccc3c1.c14ccccc1.CC5C(=O)O.C34=O
calmidazolium	BRD-A98283014	Clc1ccc(C(c2ccc(Cl)cc2)[n+]2ccn(CC(OCc3ccc(Cl)cc3Cl)c3ccc(Cl)cc3Cl)c2)cc1	C78[n+]1ccn6c1.c1%10ccc(Cl)cc1Cl.c19ccc(Cl)cc1Cl.Clc1ccc7cc1.c18ccc(Cl)cc1.C6C49.O45.C5%10
hydroxytacrine-maleate-(r,s)	BRD-A98299281	Nc1c2c(nc3ccccc13)CCCC2O	Nc1c2c(nc3ccccc13)CCCC2O
talniflumate	BRD-A98378129	O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21	O=C1OC(O3)c2ccccc21.c16cccnc14.c15cccc7c1.C7(F)(F)F.C36=O.N45
ephedrine	BRD-A98431941	CNC(C)C(O)c1ccccc1	c13ccccc1.C2(C)C3O.CN2
carbenoxolone	BRD-A98702003	CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1	CC18CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC7C(C)(C)C5CCC43C)C2C1.C6(=O)CCC(=O)O.C8(=O)O.O67
deltaline	BRD-A99177642	CCN1CC2(C)CCC(OC)C34C2C(OC(C)=O)C2(OCOC25CC(OC)C2CC3(O)C5C2OC)C14	N1%11CC2(C)CCC7C34C2C8C2(OCOC25CC9C2CC3(O)C5C2%10)C14.C6(C)=O.CC%11.O7C.O68.O9C.O%10C
esculin	BRD-A99411506	O=c1ccc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2o1	O=c1ccc2cc5c(O)cc2o1.C14OC6C(O)C(O)C1O.O45.C6O
MT-21	BRD-A99449986	CCCCCCCCN1C(=O)C(C(C)=O)=C(C)C1(C)O	N12C(=O)C(C(C)=O)=C(C)C1(C)O.CCCCCCCC2
dubinidine	BRD-A99571536	COc1c2c(nc3ccccc13)OC(C(C)(O)CO)C2	c14c2c(nc3ccccc13)OC5C2.C5(C)(O)CO.CO4
bethanechol	BRD-A99833829	CC(C[N+](C)(C)C)OC(N)=O	CC2C3.[N+]3(C)(C)C.C1(N)=O.O12
GR-206	BRD-K00184207	O=Cc1c2[nH]c3ccccc3c2cc2[nH]c3ccccc3c12	O=Cc1c2[nH]c3ccccc3c2cc2[nH]c3ccccc3c12
