compound_id	pert_id	smiles	SAFE
olmesartan-medoxomil	BRD-K78485176	CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	c18nc9c6n17.c1%10oc(=O)oc1C.c1%11ccc4cc1.c14ccccc1%12.c1%12nn[nH]n1.C9(C)(C)O.CCC8.C36=O.O35.C5%10.C7%11
manumycin-a	BRD-K78599730	CCCCC(C)C=C(C)C=C(C)C(=O)NC1=CC(O)(C=CC=CC=CC(=O)NC2C(=O)CCC2=O)C2OC2C1=O	N3C1=CC(O)(C=8)C2OC2C1=O.CCCCC(C)C=6.C15C(=O)CCC1=O.C=7(C)C3=O.C=6(C)C=7.C=%10C4=O.C=8C=9.C=9C=%10.N45
EXO-1	BRD-K78633253	COC(=O)c1ccccc1NC(=O)c1ccc(F)cc1	c15ccccc14.c16ccc(F)cc1.C25=O.C36=O.CO2.N34
LY-320135	BRD-K78637815	COc1ccc(-c2oc3cc(OC)ccc3c2C(=O)c2ccc(C#N)cc2)cc1	c18oc2cc5ccc2c16.c17ccc(C#N)cc1.c14ccc8cc1.C67=O.CO4.O5C
ixazomib	BRD-K78659596	CC(C)CC(NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O	CC(C)CC4B(O)O.c16cc(Cl)ccc1Cl.C2(=O)C5.C36=O.N24.N35
leflunomide	BRD-K78692225	Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1	c13ccc5cc1.Cc1oncc14.C5(F)(F)F.C24=O.N23
austricine	BRD-K78838262	CC1=CC(=O)C2=C(C)CC(O)C3C(C)C(=O)OC3C12	CC1=CC(=O)C2=C(C)CC(O)C3C(C)C(=O)OC3C12
FPL-64176	BRD-K78959463	COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cc1ccccc1	c13c(C)[nH]c(C)c14.c15ccccc16.c17ccccc1.C23=O.C45=O.CO2.C67
CGP-60474	BRD-K79090631	OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1	c15cc8ccn1.c18ccnc6n1.c17cccc(Cl)c1.OCCC4.N45.N67
nitrofural	BRD-K79092138	NC(=O)NN=Cc1ccc([N+](=O)[O-])o1	NC(=O)NN=Cc1ccc([N+](=O)[O-])o1
proxymetacaine	BRD-K79116891	CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N	c15ccc9cc1N.CCC3.C29=O.C4C6.N678.O35.O24.C7C.C8C
ioxaglic-acid	BRD-K79124250	CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I	c14c(I)c%15c(I)c5c1I.c1%14c(I)c6c(I)c7c1I.C%12C9=O.C34=O.C85=O.C6(=O)O.C%107=O.C%13CO.N%11%15C.C%11(C)=O.CN3.N8%12.N9%14.N%10%13
albendazole	BRD-K79131256	CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1	c17ccc2[nH]c6nc2c1.CCC5.C34=O.S57.N46.O3C
dibenzepin	BRD-K79145749	CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21	C3CN1C(=O)c2ccccc2N(C)c2ccccc21.CN3C
decitabine	BRD-K79254416	Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1	Nc1ncn4c(=O)n1.C14CC(O)C3O1.C3O
indolophenanthridine	BRD-K79353516	CN1Cc2ccccc2C2c3cccc4[nH]cc(c34)CC21	CN1Cc2ccccc2C2c3cccc4[nH]cc(c34)CC21
PSB-069	BRD-K79366068	Nc1c(S(=O)(=O)O)cc(Nc2ccc(Cl)cc2)c2c1C(=O)c1ccccc1C2=O	Nc1c(S(=O)(=O)O)cc3c2c1C(=O)c1ccccc1C2=O.c14ccc(Cl)cc1.N34
enzastaurin	BRD-K79404599	Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21	Cn1cc(C2=C(c3cn8c4ccccc34)C(=O)NC2=O)c2ccccc21.C18CCN6CC1.c17ccccn1.C67
benperidol	BRD-K79425933	O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1	n16c(=O)[nH]c2ccccc21.N14CCC6CC1.c15ccc(F)cc1.O=C5CCC4
acetyl-farnesyl-cysteine	BRD-K79437791	CC(=O)NC(CSCC=C(C)CCC=C(C)CCC=C(C)C)C(=O)O	C2(C3)C(=O)O.C=5(C)CCC=6.C=6(C)CCC=7.CC1=O.C4C=5.C=7(C)C.N12.S34
metformin	BRD-K79602928	CN(C)C(=N)NC(=N)N	CN(C)C(=N)NC(=N)N
Ro-10-5824	BRD-K79684402	Cc1ncc(CN2CC=C(c3ccccc3)CC2)c(N)n1	N14CC=C(c2ccccc2)CC1.Cc1ncc5c(N)n1.C45
PF-543	BRD-K79877282	Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCCC3CO)cc2)c1	C8S(=O)(=O)c1ccccc1.Cc1cc5cc8c1.c19ccc%10cc1.N16CCCC17.O45.C49.C6%10.C7O
GW-583340	BRD-K79930101	CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1	c1%14ccc2ncnc%10c2c1.c1%11ccc7c(Cl)c1.c1%13cccc(F)c1.CS(=O)(=O)CC8.c1%12nc%14cs1.N89.C9%12.N%10%11.O67.C6%13
DPPE	BRD-K80315159	CCN(CC)CCOc1ccc(Cc2ccccc2)cc1	c14ccc8cc1.c19ccccc1.N567.C7C3.CC5.C6C.O34.C89
eicosadienoic-acid	BRD-K80325895	CCCCCC=CCC=CCCCCCCCCCC(=O)O	C=2CCCCCCCCCC(=O)O.CCCCCC=1.C=1CC=2
cephaeline	BRD-K80348542	CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(O)c(OC)cc21	C17CN2CCc3cc4c5cc3C2CC18.C8C1NCCc2cc(O)c6cc21.CC7.O4C.O5C.O6C
gliquidone	BRD-K80396088	COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C	c16ccc2c(c1)C(=O)N9C(=O)C2(C)C.c1%10ccc(S7(=O)=O)cc1.C18CCCCC1.C9C%10.C45=O.CO6.N47.N58
triciribine	BRD-K80431395	CN1N=C(N)c2cn(C3OC(CO)C(O)C3O)c3ncnc1c23	CN1N=C(N)c2cn5c3ncnc1c23.C15OC4C(O)C1O.C4O
zamifenacin	BRD-K80451230	c1ccc(C(OC2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1	c1%10ccc2c(c1)OCO2.C16CCCN7C1.c1ccc8cc1.c19ccccc1.C589.C7C%10.O56
triacsin-c	BRD-K80527266	CCCC=CCC=CC=CC=NN[NH2+][O-]	C=3C=NN[NH2+][O-].CCCC=1.C=1CC=2.C=2C=3
SB-258585	BRD-K80639402	COc1ccc(NS(=O)(=O)c2ccc(I)cc2)cc1N1CCN(C)CC1	S4(=O)(=O)c1ccc(I)cc1.c13ccc5cc16.N16CCN(C)CC1.CO3.N45
M2-PK-activator	BRD-K80672993	Nc1cccc(S(=O)(=O)N2CCCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)c1	S6(=O)(=O)c1ccc2c(c1)OCCO2.Nc1cccc(S5(=O)=O)c1.N15CCCN6CC1
lavendustin-c	BRD-K80725632	O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O	c15cc4ccc1O.c16cc(O)ccc1O.O=C5O.N34.C36
RS-16566	BRD-K80725821	CC(C)n1cnc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21	n18cnc2c7cc(Cl)cc21.C16CN2CCC1CC2.CC8C.C57=O.N56
resveratrol	BRD-K80738081	Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1	C=3c1cc(O)cc(O)c1.Oc1ccc(C=3)cc1
Ro-19-4605	BRD-K80778372	CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccsc2C1=O	CN1Cc2c5ncn2-c2ccsc2C1=O.C4(C)(C)C.C35=O.O34
pyrrolidine-dithiocarbamate	BRD-K80970344	S=C(S)N1CCCC1	S=C(S)N1CCCC1
taurocholic-acid	BRD-K81062487	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C	C17CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C.CC7CCC5=O.C6CS(=O)(=O)O.N56
edrophonium	BRD-K81128206	CC[N+](C)(C)c1cccc(O)c1	c13cccc(O)c1.[N+]23(C)C.CC2
cerivastatin	BRD-K81169441	COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1	c16c4nc5c(C=3)c17.C=3C(O)CC(O)CC(=O)O.c17ccc(F)cc1.C4(C)C.C5(C)C.CO2.C26
herniarin	BRD-K81209159	COc1ccc2ccc(=O)oc2c1	c13ccc2ccc(=O)oc2c1.CO3
AG-494	BRD-K81209512	N#CC(=Cc1ccc(O)c(O)c1)C(=O)Nc1ccccc1	C=4c1ccc(O)c(O)c1.N#CC=4C2=O.c13ccccc1.N23
SCH-58261	BRD-K81225797	Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12	Nc1nc2c(cnn24)c2nc6nn12.c15ccccc1.c16ccco1.C4C5
dantrolene	BRD-K81272440	O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1	O=C1CN(N=Cc2ccc4o2)C(=O)N1.c14ccc([N+](=O)[O-])cc1
TCS-359	BRD-K81376179	COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1OC	c17sc2c(c19)CCCC2.c15ccc8cc16.C48=O.C9(N)=O.CO5.N47.O6C
vorinostat	BRD-K81418486	O=C(CCCCCCC(=O)Nc1ccccc1)NO	O=C(CCCCCCC2=O)NO.c13ccccc1.N23
tacrine	BRD-K81473089	Nc1c2c(nc3ccccc13)CCCC2	Nc1c2c(nc3ccccc13)CCCC2
dicyclohexylurea	BRD-K81521265	O=C(NC1CCCCC1)NC1CCCCC1	C14CCCCC1.C15CCCCC1.O=C23.N24.N35
nilotinib	BRD-K81528515	Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1	c1%12cc8cc%11c1.c1%10ccc(C)c9c1.c17nccc%13n1.Cc1cn%12cn1.c1%13cccnc1.C%11(F)(F)F.C6%10=O.N68.N79
halcinonide	BRD-K81709173	CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1	CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C26O1.C6(=O)CCl
AQ-RA741	BRD-K81729199	CCN(CC)CCCCC1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1	N14c2ccccc2C(=O)Nc2cccnc21.C19CCN8CC1.C7CCC9.C8C4=O.N567.CC5.C6C
VX-222	BRD-K81783531	CC1CCC(C(=O)N(c2cc(C#CC(C)(C)C)sc2C(=O)O)C2CCC(O)CC2)CC1	c14cc(C#CC(C)(C)C)sc16.CC1CCC7CC1.C15CCC(O)CC1.C37=O.N345.C6(=O)O
estrone	BRD-K81839095	CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O	CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O
scandenin	BRD-K81847782	COc1c(CC=C(C)C)c2c(c3oc(=O)c(-c4ccc(O)cc4)c(O)c13)C=CC(C)(C)O2	c15c7c2c(c3oc(=O)c8c(O)c13)C=CC(C)(C)O2.c18ccc(O)cc1.C7C=6.C=6(C)C.CO5
roxatidine-acetate	BRD-K81855038	CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1	c17cccc%10c1.N19CCCCC1.C5C4=O.C8CC6.CC3=O.O35.N48.O67.C9%10
CP-93129	BRD-K81876028	O=c1ccc2[nH]cc(C3=CCNCC3)c2[nH]1	O=c1ccc2[nH]cc(C3=CCNCC3)c2[nH]1
triclabendazole	BRD-K81916719	CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1	c16nc2cc(Cl)c4cc2[nH]1.c15cccc(Cl)c1Cl.CS6.O45
sertraline	BRD-K82036761	CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21	CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21
SB-239063	BRD-K82091397	COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCC(O)CC2)n1	c14nccc6n1.c16c7ncn15.c17ccc(F)cc1.C15CCC(O)CC1.CO4
vincristine	BRD-K82109576	CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1	C1%13(O)CC2CN(CCc3c([nH]c4ccccc34)C(C7=O)(c3cc4c(cc3%11)N(C=O)C3C%12(O)C%10C5%14C=CCN6CCC43C65)C2)C1.C8%12=O.C9(C)=O.CC%13.O7C.O%11C.O8C.O9%10.C%14C
elesclomol	BRD-K82135108	CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1	CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1
flucytosine	BRD-K82143716	Nc1nc(=O)[nH]cc1F	Nc1nc(=O)[nH]cc1F
lofepramine	BRD-K82147103	CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1	N14c2ccccc2CCc2ccccc21.c16ccc(Cl)cc1.C3CC4.C5C6=O.CN35
andarine	BRD-K82164249	CC(=O)Nc1ccc(OCC(C)(O)C(=O)Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)cc1	c18ccc([N+](=O)[O-])c9c1.c17ccc6cc1.C5C(C)(O)C4=O.C9(F)(F)F.CC3=O.N37.O56.N48
medroxyprogesterone	BRD-K82216340	CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C	C167CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C.CC5=O.C7(C)=O.O56
propofol	BRD-K82255054	CC(C)c1cccc(C(C)C)c1O	c12cccc3c1O.CC2C.C3(C)C
desloratadine	BRD-K82357231	Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1	Clc1ccc2c(c1)CCc1cccnc1C2=3.C1=3CCNCC1
acetylcholine	BRD-K82381502	CC(=O)OCC[N+](C)(C)C	[N+]3(C)(C)C.CC1=O.C2C3.O12
carmoxirole	BRD-K82484965	O=C(O)c1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1	N15CC=C(c2ccccc2)CC1.c16ccc2[nH]cc7c2c1.C7CCC5.O=C6O
ricinine	BRD-K82561139	COc1ccn(C)c(=O)c1C#N	c12ccn(C)c(=O)c1C#N.CO2
tolmetin	BRD-K82562631	Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1	Cc1ccc4cc1.c13ccc5n1C.C5C(=O)O.C34=O
dipropyl-dopamine	BRD-K82577285	CCCN(CCC)CCc1ccc(O)c(O)c1	c15ccc(O)c(O)c1.CCC2.N234.C3CC.C4C5
RG-13022	BRD-K82688027	COc1ccc(C=C(C#N)c2cccnc2)cc1OC	c13ccc(C=5)cc14.C=5(C#N)c1cccnc1.CO3.O4C
olomoucine	BRD-K82731415	Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21	Cn1cnc2c6nc7nc21.c18ccccc1.C5CO.N46.C48.N57
navitoclax	BRD-K82746043	CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1	S%12(=O)(=O)c1ccc%14c(S(=O)(=O)C(F)(F)F)c1.CC1(C)CCC(c2ccc(Cl)cc2)=C(C8)C1.N18CCN%13CC1.c1%13ccc%15cc1.C9(C%11)CC%10.N1%10CCOCC1.c17ccccc1.C6%15=O.N6%12.N9%14.S%117
loratadine	BRD-K82795137	CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1	C1=7c2ccc(Cl)cc2CCc2cccnc21.N15CCC=7CC1.C45=O.CC6.O46
Ro-15-4513	BRD-K82823076	CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(N=[N+]=[N-])ccc1-2	c15ncn2c1CN(C)C(=O)c1cc(N=[N+]=[N-])ccc1-2.C35=O.CC4.O34
PD-407824	BRD-K82823804	O=C1NC(=O)c2c1c(-c1ccccc1)cc1[nH]c3ccc(O)cc3c21	O=C1NC(=O)c2c1c4cc1[nH]c3ccc(O)cc3c21.c14ccccc1
repaglinide	BRD-K82846253	CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O	c15cc9ccc18.c1%10ccccc17.C6%10CC(C)C.N17CCCCC1.C9C3=O.C8(=O)O.CC4.O45.N36
prostaglandin-b2	BRD-K82865713	CCCCCC(O)C=CC1=C(CC=CCCCC(=O)O)C(=O)CC1	C=2C1=C(CC=3)C(=O)CC1.CCCCCC(O)C=2.C=3CCCC(=O)O
rosuvastatin	BRD-K82941592	CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O	c16nc4nc7c1C=5.C=5C(O)CC(O)CC(=O)O.c17ccc(F)cc1.S3(C)(=O)=O.CC6C.N34C
GW-0742	BRD-K82983861	Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O	Cc1cc9ccc15.c1%10ccc8c(F)c1.c17sc%10nc1C.C8(F)(F)F.C4C(=O)O.S69.C67.O45
VU-0415374-1	BRD-K83010055	COc1cc(NC(=O)c2ccccn2)ccc1NC(=O)c1ccccc1Cl	c15cc6ccc17.c19ccccc1Cl.c18ccccn1.C38=O.C49=O.CO5.N36.N47
GR-135531	BRD-K83023055	COC(=O)Nc1ccc2[nH]cc(CCNC(C)=O)c2c1	c17ccc2[nH]cc8c2c1.C34=O.C8C6.C5(C)=O.CO3.N47.N56
RS-102895	BRD-K83063356	O=C1Nc2ccccc2C2(CCN(CCc3ccc(C(F)(F)F)cc3)CC2)O1	O=C1Nc2ccccc2C2(CCN4CC2)O1.c15ccc6cc1.C6(F)(F)F.C4C5
olmesartan	BRD-K83144676	CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	c15nc6c3n14.c17ccc9cc1.c19ccccc18.c18nn[nH]n1.C6(C)(C)O.CCC5.C3(=O)O.C47
CAY-10618	BRD-K83289131	O=C(CCCCCCCn1cc(-c2cccnc2)nn1)Nc1ccccc1-c1ccccc1	O=C3CCCCCCC5.c14ccccc17.n15cc6nn1.c16cccnc1.c17ccccc1.N34
protopine	BRD-K83302049	CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3	CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3
L-693403	BRD-K83322645	c1ccc(CN2CCC3(CCc4ccccc43)CC2)cc1	N15CCC2(CCc3ccccc32)CC1.c1ccc6cc1.C56
FK-888	BRD-K83508485	CN(Cc1ccccc1)C(=O)C(Cc1ccc2ccccc2c1)NC(=O)C1CC(O)CN1C(=O)c1cn(C)c2ccccc12	c1%11ccc2ccccc2c1.c19cn(C)c2ccccc12.C18CC(O)CN15.c1%10ccccc1.C3(=O)C7C%11.CN36.C48=O.C59=O.C6%10.N47
pargyline	BRD-K83597974	C#CCN(C)Cc1ccccc1	c14ccccc1.C#CC2.N23C.C34
entacapone	BRD-K83636919	CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1	C=5c1cc(O)c(O)c([N+](=O)[O-])c1.C2(=O)C=5C#N.N234.CC3.C4C
SANT-1	BRD-K83637872	Cc1nn(-c2ccccc2)c(C)c1C=NN1CCN(Cc2ccccc2)CC1	Cc1nn5c(C)c1C=NN1CCN3CC1.c15ccccc1.c14ccccc1.C34
pirarubicin	BRD-K83794624	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC2CCCCO2)C(C)O1	c17cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC8(O)CC3O4.C14CC(N)C6C(C)O1.C15CCCCO1.C8(=O)CO.CO7.O56
JNJ-26481585	BRD-K83837640	Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21	Cn1cc9c2ccccc21.C18CCN6CC1.c16ncc7cn1.C7(=O)NO.C49.N45.C58
MLN-8054	BRD-K83963101	O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1	c14ncc2c(n1)-c1ccc(Cl)cc1C(c1c(F)cccc1F)=NC2.c16ccc5cc1.O=C6O.N45
JWE-035	BRD-K83972459	CCN1CCN(Cc2ccc(Nc3ncc4c(n3)N(C)c3ccccc3C(=O)N4C)cc2C(F)(F)F)CC1	c17ncc2c(n1)N(C)c1ccccc1C(=O)N2C.c19ccc8cc1%10.N15CCN6CC1.C%10(F)(F)F.CC5.C69.N78
alvespimycin	BRD-K83988098	COC1C=CC=C(C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(CC(C)CC(OC)C(O)C(C)C=C(C)C1OC(N)=O)C2=O	C14C=CC=C(C)C(=O)NC2=CC(=O)C(N7)=C(CC(C)CC5C(O)C(C)C=C(C)C16)C2=O.C7C8.N8(C)C.C3(N)=O.CO4.O5C.O36
CG-930	BRD-K84085265	OC1CCC(Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n(C4CCOC4)c3n2)CC1	c15ncc2nc6n9c2n1.c17c(F)cc(F)cc1F.OC1CCC8CC1.C19CCOC1.N58.N67
VU-0400193-3	BRD-K84141129	O=C(Nc1ccc(N2C(=O)CC3(CCCCC3)C2=O)c(Cl)c1)c1ccccn1	N17C(=O)CC2(CCCCC2)C1=O.c15ccc7c(Cl)c1.c16ccccn1.O=C46.N45
pseudoephedrine	BRD-K84175871	CNC(C)C(O)c1ccccc1	c13ccccc1.C2(C)C3O.CN2
BRL-50481	BRD-K84266862	Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)C	Cc1ccc([N+](=O)[O-])cc1S2(=O)=O.N2(C)C
fenpiverinium	BRD-K84566043	C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1	C3CC45C(N)=O.C[N+]13CCCCC1.c14ccccc1.c15ccccc1
strophanthidin	BRD-K84595254	CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1	CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1
safinamide	BRD-K84639753	CC(NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O	c17ccc4cc1.c18cccc(F)c1.CC5C(N)=O.N56.C67.O34.C38
trequinsin	BRD-K84663978	COc1cc2c(cc1OC)-c1cc(=Nc3c(C)cc(C)cc3C)n(C)c(=O)n1CC2	c14cc2c(cc15)-c1cc(=Nc3c(C)cc(C)cc3C)n(C)c(=O)n1CC2.CO4.O5C
caffeic-acid	BRD-K84709232	O=C(C=Cc1ccc(O)c(O)c1)OCCc1ccccc1	C=4c1ccc(O)c(O)c1.c15ccccc1.O=C2C=4.C3C5.O23
BMY-45778	BRD-K84895041	O=C(O)COc1cccc(-c2ocnc2-c2nc(-c3ccccc3)c(-c3ccccc3)o2)c1	c15cccc7c1.c16nc8c9o1.c17ocnc16.c18ccccc1.c19ccccc1.O=C(O)C4.O45
hyperoside	BRD-K84955386	O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	O=c1c4c6oc2cc(O)cc(O)c12.C13OC5C(O)C(O)C1O.c16ccc(O)c(O)c1.O34.C5O
MDM2-inhibitor	BRD-K84987553	O=C(C=Cc1ccc(I)cc1)c1ccc(B(O)O)cc1	c12ccc(B(O)O)cc1.C=3c1ccc(I)cc1.O=C2C=3
sinensetin	BRD-K84996949	COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC	c19cc(=O)c2c5c6c7cc2o1.c14ccc9cc18.CO4.O5C.O6C.O7C.O8C
auraptene	BRD-K85013741	CC(C)=CCCC(C)=CCOc1ccc2ccc(=O)oc2c1	c14ccc2ccc(=O)oc2c1.C=5CCC=6C.CC=5C.C=6C3.O34
NNC-05-2090	BRD-K85015012	COc1ccccc1C1(O)CCN(CCCn2c3ccccc3c3ccccc32)CC1	n16c2ccccc2c2ccccc21.C17(O)CCN5CC1.c14ccccc17.C5CC6.CO4
benactyzine	BRD-K85030058	CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1	C2(=O)C78O.c17ccccc1.c18ccccc1.N456.C6C3.CC4.C5C.O23
pilocarpine	BRD-K85090592	CCC1C(=O)OCC1Cc1cncn1C	C13C(=O)OCC14.c12cncn1C.CC3.C24
tolbutamide	BRD-K85119730	CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1	S5(=O)(=O)c1ccc(C)cc1.CCCC4.C23=O.N24.N35
HDAC1-selective	BRD-K85133207	CC(=O)NC1CC(C(=O)Nc2cc(-c3ccc(F)cc3)ccc2N)C1	c16cc9ccc1N.c19ccc(F)cc1.C17CC8C1.CC4=O.C58=O.N47.N56
beta-CCP	BRD-K85242180	CCCOC(=O)c1cc2c(cn1)[nH]c1ccccc12	c15cc2c(cn1)[nH]c1ccccc12.CCC4.C35=O.O34
DNQX	BRD-K85266041	O=[N+]([O-])c1cc2nc(O)c(O)nc2cc1[N+](=O)[O-]	O=[N+]([O-])c1cc2nc(O)c(O)nc2cc1[N+](=O)[O-]
IAA-94	BRD-K85383046	CC1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O	CC1(C2CCCC2)Cc2cc4c(Cl)c(Cl)c2C1=O.C3C(=O)O.O34
dovitinib	BRD-K85402309	CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1	c17c(N)c2c(F)cccc2[nH]c1=O.c16ccc2nc7[nH]c2c1.CN1CCN6CC1
perospirone	BRD-K85503079	O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1	O=C1C2CCCCC2C(=O)N16.c15nsc2ccccc12.N14CCN5CC1.C6CCC4
resorcinol	BRD-K85603128	CC(=O)Oc1cccc(O)c1	c13cccc(O)c1.CC2=O.O23
neratinib	BRD-K85606544	CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C	c1%10cc2ncc(C#N)c%13c2cc1%15.c1%14ccc%11c(Cl)c1.c17ccccn1.C5(=O)C=6.C=6C%12.N%12(C)C.CC8.O8%10.N%13%14.O9%11.C97.N5%15
SC-68376	BRD-K85871428	Cc1nc(-c2ccccc2)c(-c2ccncc2)o1	Cc1nc3c4o1.c13ccccc1.c14ccncc1
zalcitabine	BRD-K85925969	Nc1ccn(C2CCC(CO)O2)c(=O)n1	Nc1ccn4c(=O)n1.C14CCC3O1.C3O
